MethodFullyQualifiedName,ReleaseID,LOC,NumParameters,NumBranches,NestingDepth,NumCodeSmells,NumLocalVariables,NumRevisions,NumAuthors,TotalStmtAdded,TotalChurn,MaxChurn,AvgChurn,NFix,IsBuggy
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setSubscribeResponse(org.apache.hedwig.protocol.PubSubProtocol.SubscribeResponse.Builder),3,8,1,1,1,1,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeSubscribeResponse(org.apache.hedwig.protocol.PubSubProtocol.SubscribeResponse),3,14,1,2,2,1,0,1,1,14,14,14,14.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearSubscribeResponse(),3,8,0,1,1,1,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscribeResponseBuilder(),3,3,0,0,0,1,0,1,1,3,3,3,3.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscribeResponseFieldBuilder(),3,9,0,1,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setSubscriptionEvent(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionEventResponse),3,11,1,2,2,1,0,1,1,11,11,11,11.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setSubscriptionEvent(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionEventResponse.Builder),3,8,1,1,1,1,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeSubscriptionEvent(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionEventResponse),3,14,1,2,2,1,0,1,1,14,14,14,14.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearSubscriptionEvent(),3,8,0,1,1,1,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscriptionEventBuilder(),3,3,0,0,0,1,0,1,1,3,3,3,3.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getSubscriptionEventFieldBuilder(),3,9,0,1,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState),3,9,1,3,1,0,0,2,1,9,9,6,4.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasState(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getState(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStateOrBuilder(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionData),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionData),3,9,1,3,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setState(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState),3,11,1,2,2,0,0,1,1,11,11,11,11.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setState(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState.Builder),3,8,1,1,1,0,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeState(org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState),3,14,1,2,2,0,0,1,1,14,14,14,14.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearState(),3,8,0,1,1,0,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStateBuilder(),3,3,0,0,0,0,0,1,1,3,3,3,3.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStateFieldBuilder(),3,9,0,1,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasLedgerId(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getLedgerId(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasEndSeqIdIncluded(),3,0,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getEndSeqIdIncluded(),3,0,0,0,0,0,0,2,1,5,5,4,2.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getEndSeqIdIncludedOrBuilder(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasStartSeqIdIncluded(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getStartSeqIdIncluded(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.LedgerRange),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.LedgerRange),3,12,1,4,1,0,0,2,1,12,12,9,6.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setLedgerId(long),3,4,1,0,0,0,0,2,1,4,4,3,2.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearLedgerId(),3,4,0,0,0,0,0,2,1,4,4,3,2.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setEndSeqIdIncluded(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId),3,11,1,2,2,1,0,2,1,11,11,6,5.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setEndSeqIdIncluded(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.Builder),3,8,1,1,1,1,0,2,1,8,8,5,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeEndSeqIdIncluded(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId),3,14,1,2,2,1,0,2,1,14,14,9,7.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearEndSeqIdIncluded(),3,8,0,1,1,1,0,2,1,8,8,5,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getEndSeqIdIncludedBuilder(),3,3,0,0,0,1,0,1,1,3,3,3,3.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getEndSeqIdIncludedFieldBuilder(),3,9,0,1,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setStartSeqIdIncluded(long),3,4,1,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearStartSeqIdIncluded(),3,4,0,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRangesList(),3,0,0,0,0,0,0,2,1,5,5,4,2.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRanges(int),3,0,1,0,0,0,0,2,1,5,5,4,2.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRangesCount(),3,0,0,0,0,0,0,2,1,5,5,4,2.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRangesOrBuilderList(),3,0,0,0,0,0,0,1,1,5,5,5,5.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRangesOrBuilder(int),3,0,1,0,0,0,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.LedgerRanges),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.LedgerRanges),3,29,1,7,4,0,0,2,1,29,29,20,14.5000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/ensureRangesIsMutable(),3,4,0,1,1,0,0,1,1,4,4,4,4.0000,0,no
"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setRanges(int, org.apache.hedwig.protocol.PubSubProtocol.LedgerRange)",3,11,2,2,2,0,0,2,1,11,11,6,5.5000,0,no
"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setRanges(int, org.apache.hedwig.protocol.PubSubProtocol.LedgerRange.Builder)",3,8,2,1,1,0,0,2,1,8,8,6,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addRanges(org.apache.hedwig.protocol.PubSubProtocol.LedgerRange),3,11,1,2,2,0,0,2,1,11,11,8,5.5000,0,no
"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addRanges(int, org.apache.hedwig.protocol.PubSubProtocol.LedgerRange)",3,11,2,2,2,0,0,1,1,11,11,11,11.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addRanges(org.apache.hedwig.protocol.PubSubProtocol.LedgerRange.Builder),3,8,1,1,1,0,0,2,1,8,8,5,4.0000,0,no
"hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addRanges(int, org.apache.hedwig.protocol.PubSubProtocol.LedgerRange.Builder)",3,8,2,1,1,0,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addAllRanges(java.lang.Iterable),3,8,1,1,1,0,0,2,1,8,8,5,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearRanges(),3,8,0,1,1,0,0,2,1,8,8,6,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/removeRanges(int),3,8,1,1,1,0,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRangesBuilder(int),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addRangesBuilder(),3,2,0,0,0,0,0,1,1,2,2,2,2.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/addRangesBuilder(int),3,2,1,0,0,0,0,1,1,2,2,2,2.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRangesBuilderList(),3,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getRangesFieldBuilder(),3,10,0,1,1,0,0,1,1,10,10,10,10.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasManagerImpl(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getManagerImpl(),3,0,0,0,0,0,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasManagerVersion(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getManagerVersion(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getManagerImplBytes(),3,9,0,1,1,0,2,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.ManagerMeta),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.ManagerMeta),3,9,1,3,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setManagerImpl(String),3,7,1,1,1,0,0,1,1,7,7,7,7.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearManagerImpl(),3,4,0,0,0,0,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setManagerImpl(com.google.protobuf.ByteString),3,3,1,0,0,0,0,1,1,3,3,3,3.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setManagerVersion(int),3,4,1,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearManagerVersion(),3,4,0,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasHostname(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getHostname(),3,0,0,0,0,0,0,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasCzxid(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getCzxid(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getHostnameBytes(),3,9,0,1,1,0,2,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.HubInfoData),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.HubInfoData),3,9,1,3,1,0,0,1,1,9,9,9,9.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setHostname(String),3,7,1,1,1,0,0,1,1,7,7,7,7.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearHostname(),3,4,0,0,0,0,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setHostname(com.google.protobuf.ByteString),3,3,1,0,0,0,0,1,1,3,3,3,3.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setCzxid(long),3,4,1,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearCzxid(),3,4,0,0,0,1,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/hasNumTopics(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/getNumTopics(),3,0,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/newBuilder(org.apache.hedwig.protocol.PubSubProtocol.HubLoadData),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.HubLoadData),3,6,1,2,1,0,0,1,1,6,6,6,6.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/setNumTopics(long),3,4,1,0,0,0,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/clearNumTopics(),3,4,0,0,0,0,0,1,1,4,4,4,4.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/assignDescriptors(com.google.protobuf.Descriptors.FileDescriptor),3,226,1,0,0,2,0,14,2,226,226,114,16.1429,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java/toString(PubSubProtocol.Map),3,12,1,2,2,1,6,1,1,12,12,12,12.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java/buildMap(PubSubProtocol.Map),3,13,1,2,2,0,6,1,1,13,13,13,13.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java/buildMapBuilder(Map),3,6,1,1,1,0,2,1,1,6,6,6,6.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java/msgIdToReadableString(MessageSeqId),3,11,1,1,1,0,3,1,1,11,11,11,11.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java/inMapForm(MessageSeqId),3,5,1,1,1,0,2,1,1,5,5,5,5.0000,0,no
"hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java/areEqual(MessageSeqId, MessageSeqId)",3,17,2,5,2,0,3,1,1,17,17,17,17.0000,0,no
"hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java/mergeLocalSeqId(Message.Builder, long)",3,4,2,0,0,0,1,1,1,4,4,4,4.0000,0,no
"hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java/mergeLocalSeqId(Message, long)",3,1,2,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java/compare(List, List)",3,15,2,4,2,0,3,1,1,15,15,15,15.0000,0,no
"hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java/takeRegionMaximum(MessageSeqId.Builder, MessageSeqId, MessageSeqId)",3,19,3,4,2,0,5,1,1,19,19,19,19.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java/getBasicBuilder(StatusCode),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java/getSuccessResponse(long),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java/getSuccessResponse(long, ResponseBody)",3,2,2,0,0,0,0,1,1,2,2,2,2.0000,0,no
"hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java/getResponseForException(PubSubException, long)",3,1,2,0,0,0,0,1,1,1,1,1,1.0000,0,no
"hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java/getResponseForSubscriptionEvent(ByteString, ByteString, SubscriptionEvent)",3,10,3,0,0,0,3,1,1,10,10,10,10.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java/parseSubscriptionData(byte[]),3,8,1,1,2,0,1,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java/toString(SubscriptionData),3,8,1,2,1,1,1,1,1,8,8,8,8.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java/toString(SubscriptionState),3,3,1,0,0,1,1,1,1,3,3,3,3.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java/toString(SubscriptionPreferences),3,13,1,2,1,1,1,1,1,13,13,13,13.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java/isHubSubscriber(ByteString),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java/buildUserOptions(SubscriptionPreferences),3,5,1,1,1,0,0,1,1,5,5,5,5.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/process(WatchedEvent),3,3,1,1,1,0,0,2,1,3,3,3,1.5000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/success(T),3,4,1,0,0,0,0,1,1,4,4,4,4.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/fail(PubSubException),3,4,1,0,0,0,0,1,1,4,4,4,4.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/block(),3,6,0,2,2,1,0,1,1,6,6,6,6.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/isSuccess(),3,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/toString(),3,5,0,0,0,0,1,1,1,5,5,5,5.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/close(),3,6,0,0,0,0,0,2,1,6,6,4,3.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/getZkHandle(),3,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/getBkHandle(),3,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/getHubServerConf(),3,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/getMetadataManagerFactory(),3,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/getBkPasswd(),3,1,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/getBkDigestType(),3,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/hasTopic(ByteString),3,20,1,2,1,0,1,2,1,20,20,17,10.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/operationFinished(Object, Versioned)",3,5,2,1,1,0,0,1,1,5,5,5,5.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/operationFailed(Object, PubSubException)",3,1,2,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/getAvailableHubs(),3,24,0,4,3,0,10,3,1,24,24,20,8.0000,0,yes
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/getTopics(),3,1,0,0,0,0,0,2,1,1,1,1,0.5000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/getTopicOwner(ByteString),3,20,1,2,1,0,1,2,1,20,20,10,10.0000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/buildLedgerRange(long, long, MessageSeqId)",3,4,3,0,0,0,1,1,1,4,4,4,4.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/getTopicLedgers(ByteString),3,71,1,12,4,3,16,3,1,71,71,36,23.6667,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/getTopicSubscriptions(ByteString),3,23,1,2,1,0,3,4,1,32,41,19,10.2500,0,no
"hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/operationFinished(Object, Map)",3,5,2,1,1,0,2,2,1,5,5,4,2.5000,0,no
"hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/getSubscription(ByteString, ByteString)",3,20,2,2,1,0,1,4,1,20,20,11,5.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java/format(),3,7,0,0,0,0,0,1,1,7,7,7,7.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java/getName(),3,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java/getDescription(),3,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java/getSubCommands(),3,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java/addSubCommand(COMMAND),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java/printUsage(),3,5,0,1,1,0,1,1,1,5,5,5,5.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java/addCommand(COMMAND),3,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java/init(),3,25,0,1,1,0,0,2,1,25,25,24,12.5000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java/getHedwigCommands(),3,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java/findCandidateCommands(String[]),3,13,1,2,2,0,4,1,1,13,13,13,13.0000,0,no
